Lunation Number,Date of occurrence,Day of Month,Time of occurrence,Time Difference,Angle of Rays,Eclipse Type 1,Gamma,Magnitude 1,Latitude,Longitude,Eclipse Duration (m)
LN-33945,2022-07,22,21:08:50,20930,46,T,0.2743,2.3507,22S,130E,343.83570000000003
LN-33939,2024-01,15,13:43:15,20922,51,P,-0.9152,1.1895,22N,116W,288.072
LN-33933,2020-07,11,05:30:51,20914,56,N,1.0767,0.9046,22S,4E,272.5245
LN-33928,2020-12,5,15:58:42,20908,23,N,1.1345,0.762,23N,154W,225.6747
LN-33927,2021-01,4,02:37:01,20906,61,N,-1.5378,0.0248,22N,50E,44.0799
LN-33922,2021-05,31,16:28:12,20900,28,P,-0.9871,1.0791,22S,162W,301.02825
LN-33916,2020-11,25,07:15:40,20892,33,P,0.4921,1.9501,20N,24W,321.75825
LN-33910,2020-05,20,20:08:29,20884,38,T-,-0.1908,2.5199,18S,143E,363.9438
LN-33904,2025-11,14,18:26:35,20876,43,T-,-0.1965,2.5191,16N,168E,360.00509999999997
LN-33898,2024-05,10,06:56:05,20868,48,P,0.5813,1.7766,15S,19W,316.99035
LN-33892,2024-11,3,22:26:03,20860,53,P,-0.9186,1.2196,12N,108E,315.2283
LN-33887,2022-03,30,16:02:13,20854,20,N,-1.2187,0.5956,2S,152W,202.35345
LN-33886,2023-04,28,23:00:56,20852,58,N,1.2875,0.4661,10S,101E,180.8979
LN-33881,2021-09,23,03:37:11,20846,25,N,1.4054,0.3183,2S,31E,174.36795
LN-33875,2022-03,20,07:28:28,20838,30,P,-0.5243,1.8880000000000001,3N,23W,324.66045
LN-33869,2022-09,12,09:22:58,20830,35,P,0.6394,1.6949,7S,54W,325.69695
LN-33863,2025-03,9,17:06:14,20822,40,T+,0.2263,2.4644,8N,166W,366.94965
LN-33857,2023-09,1,22:13:51,20814,45,T-,-0.098,2.6627,11S,114E,334.5072
LN-33851,2021-02,26,19:30:20,20806,50,P,0.9823,1.0979999999999999,12N,159E,305.17425000000003
LN-33845,2022-08,22,14:35:40,20798,55,P,-0.7942,1.3783,16S,131W,283.30409999999995
LN-33840,2022-01,17,03:18:32,20792,22,N,-1.2509,0.5941,21N,40E,227.43675000000002
LN-33834,2022-07,12,19:41:25,20784,27,N,1.1034,0.8363,22S,151E,251.69085
LN-33833,2025-08,11,05:48:53,20782,65,Nb,-1.5394,0.026000000000000002,19S,0E,46.36019999999999
LN-33828,2020-01,5,11:34:52,20776,32,P,-0.4959,1.9517,23N,85W,330.1539
LN-33822,2022-07,2,02:03:55,20768,37,T,0.3697,2.2073,23S,55E,369.7482
LN-33816,2020-12,26,01:41:18,20760,42,T+,0.198,2.4806,24N,62E,329.42835
LN-33810,2021-06,21,03:00:35,20752,47,T,-0.3935,2.1709,24S,40E,375.86355
LN-33804,2022-12,15,17:21:11,20744,52,P,0.8668,1.2578,24N,174W,278.22525
LN-33799,2023-05,11,18:01:26,20738,19,Ne,1.5565,0.0063,14S,175E,23.764499999999998
LN-33798,2020-06,10,05:25:27,20736,57,N,-1.1364,0.7909,23S,3E,256.3551
LN-33793,2021-11,5,14:58:51,20730,24,N,-1.2671,0.5629,13N,141W,219.97395
LN-33787,2020-04,30,06:37:39,20722,29,P,0.7417,1.4765,11S,14W,295.3275
LN-33781,2024-10,24,17:04:20,20714,34,P,-0.6164,1.7775,9N,172W,360.2124
LN-33775,2025-04,19,23:23:47,20706,39,T-,-0.0054,2.8189,8S,95E,328.59915
LN-33769,2021-10,13,16:15:18,20698,44,T+,0.0704,2.7751,5N,160W,387.26505
LN-33763,2025-04,9,15:43:51,20690,49,P,-0.7547,1.4576,5S,149W,296.67494999999997
LN-33757,2025-10,2,20:05:10,20683,54,P,0.7633,1.4774,1N,143E,317.92320000000007
LN-33752,2023-02,28,13:38:16,20676,21,N,1.2243,0.642,12N,114W,237.6981
LN-33746,2024-08,23,21:47:53,20668,26,N,-1.2137,0.6101,16S,120E,205.46295
LN-33745,2021-09,22,07:19:06,20667,64,N,1.409,0.2642,2S,25W,142.7547
LN-33740,2021-02,17,14:30:23,20660,31,P,0.5258,1.9385,15N,127W,368.81534999999997
LN-33734,2023-08,12,14:25:10,20652,36,P,-0.5174,1.8877,18S,129W,313.25895
LN-33728,2020-02,5,15:07:03,20644,41,T-,-0.1954,2.5340000000000003,18N,136W,376.3818
LN-33722,2022-08,2,04:34:53,20637,46,T+,0.21600000000000003,2.4606,20S,18E,347.67075
LN-33716,2022-01,25,21:55:49,20629,51,P,-0.8938,1.2259,20N,121E,290.04134999999997
LN-33710,2023-07,22,12:22:13,20621,56,Nx,1.0101,1.0296,21S,100W,288.27930000000003
LN-33705,2022-12,17,00:50:34,20614,23,N,1.1363,0.7582,24N,73E,225.0528
LN-33704,2020-01,15,11:13:25,20613,61,N,-1.5238,0.0486,21N,80W,61.4931
LN-33699,2024-06,11,22:49:32,20606,28,N,-1.0721,0.9227,23S,101E,282.47490000000005
LN-33693,2023-12,6,16:04:30,20598,33,P,0.4924,1.9505,22N,157W,322.58745
LN-33687,2023-05,31,02:52:11,20591,38,T,-0.2731,2.3672,21S,41E,359.3832
LN-33681,2023-11,25,02:56:08,20583,43,T-,-0.1976,2.5188,19N,40E,361.45619999999997
LN-33675,2025-05,20,14:08:12,20575,48,P,0.5036,1.9174,18S,128W,322.0692
LN-33669,2022-11,14,06:31:01,20567,53,P,-0.9157,1.2264,16N,15W,316.67940000000004
LN-33664,2023-04,10,23:41:15,20561,20,N,-1.2801,0.4822,6S,91E,184.2147
LN-33663,2025-05,10,06:28:12,20559,58,N,1.2172,0.5944,14S,13W,201.52425
LN-33658,2024-10,4,11:24:42,20553,25,N,1.4237,0.285,3N,88W,165.1431
LN-33657,2025-11,3,05:33:53,20551,63,N,-1.5822,0.0062,12N,0W,25.52655
LN-33652,2024-03,31,15:01:21,20545,30,P,-0.5833,1.7799,1S,138W,320.72175000000004
LN-33646,2020-09,23,17:25:54,20537,35,P,0.6633,1.651,2S,177W,322.17285
LN-33640,2023-03,20,00:20:20,20529,40,T+,0.1711,2.5657,3N,83E,369.7482
LN-33634,2025-09,12,06:26:53,20521,45,T-,-0.0664,2.7212,7S,12W,334.2999
LN-33628,2024-03,9,02:32:11,20513,50,P,0.9305,1.1917,8N,51E,314.81370000000004
LN-33622,2023-09,1,22:43:06,20506,55,P,-0.7572,1.4480000000000002,12S,105E,288.48659999999995
LN-33617,2025-01,27,11:12:53,20499,22,N,-1.2683,0.5592,19N,79W,220.38854999999998
LN-33611,2021-07,24,02:54:06,20491,27,N,1.1708,0.7156,21S,42E,236.8689
LN-33610,2024-08,22,13:34:08,20490,65,N,-1.4999,0.1015,16S,117W,91.44794999999999
LN-33605,2020-01,16,19:59:49,20483,32,P,-0.5077,1.9276,22N,149E,327.8736
LN-33599,2021-07,13,08:43:05,20475,37,T,0.4471,2.0675,23S,46W,366.12045
LN-33593,2024-01,6,10:25:02,20468,42,T+,0.1897,2.4946,24N,69W,329.1174
LN-33587,2020-07,1,09:25:03,20460,47,T,-0.3089,2.3266,24S,57W,380.42415000000005
LN-33581,2020-12,26,02:07:12,20452,52,P,0.8640000000000001,1.263,25N,54E,279.1581
LN-33575,2024-06,20,12:07:09,20444,57,N,-1.053,0.9428,24S,98W,274.59749999999997
LN-33570,2024-11,15,23:18:54,20438,24,N,-1.2735,0.5531,16N,93E,219.0411
LN-33564,2023-05,11,13:57:12,20430,29,P,0.8131,1.3439,15S,126W,285.27345
LN-33558,2022-11,5,01:02:41,20422,34,P,-0.6249,1.7633,13N,67E,360.00509999999997
LN-33552,2025-05,1,06:53:55,20414,39,T+,0.0653,2.7085,12S,20W,328.39185
LN-33546,2020-10,25,00:11:45,20406,44,T+,0.0577,2.7986,9N,79E,386.7468
LN-33540,2021-04,19,23:08:01,20398,49,P,-0.6893,1.578,9S,97E,305.27790000000005
LN-33534,2022-10,13,04:18:31,20391,54,P,0.7466,1.5078,6N,18E,318.9597
LN-33529,2020-03,10,20:51:17,20384,21,N,1.2791,0.5411,8N,136E,220.90679999999998
LN-33528,2023-04,9,10:11:53,20383,59,N,-1.5042,0.1109,6S,68W,100.6728
LN-33523,2020-09,3,05:56:33,20376,26,N,-1.2483,0.5475,12S,3W,195.6162
LN-33522,2021-10,2,15:45:11,20375,64,N,1.3869,0.305,2N,154W,152.39415
LN-33517,2025-02,27,21:40:11,20368,31,P,0.5728,1.8505,11N,124E,364.04745
LN-33511,2024-08,23,22:22:50,20361,36,P,-0.5629,1.8064,15S,110E,310.56404999999995
LN-33505,2023-02,16,22:40:19,20353,41,T-,-0.1593,2.597,15N,109E,375.65625
LN-33499,2023-08,13,12:06:15,20345,46,T+,0.1629,2.5613,17S,96W,350.98755
LN-33493,2020-02,6,06:02:45,20337,51,P,-0.867,1.2719,17N,2W,292.52895
LN-33487,2023-08,1,19:18:03,20329,56,P,0.9474,1.1475,19S,156E,301.75379999999996
LN-33482,2025-12,27,09:39:42,20323,23,N,1.1405,0.7496,25N,59W,223.91264999999999
LN-33481,2023-01,25,19:44:02,20322,61,N,-1.505,0.0811,19N,152E,79.00994999999999
LN-33476,2025-06,22,05:14:56,20315,28,N,-1.1540000000000001,0.7723,25S,5E,261.9522
LN-33470,2024-12,17,00:49:37,20307,33,P,0.4955,1.9454,24N,72E,323.20935
LN-33464,2024-06,11,09:41:03,20299,38,T,-0.3522,2.2205,23S,63W,354.09704999999997
LN-33458,2021-12,6,11:23:41,20292,43,T-,-0.1973,2.5208,22N,88W,362.80365
LN-33452,2022-05,31,21:21:59,20284,48,T,0.4264,2.0575,20S,122E,326.11154999999997
LN-33446,2025-11,25,14:36:42,20276,53,P,-0.9135,1.2314,19N,137W,317.81955
LN-33441,2025-04,21,07:14:14,20269,20,N,-1.3465,0.3601,10S,25W,161.20439999999996
LN-33440,2025-05,20,13:53:20,20268,58,N,1.1446,0.7272,17S,126W,219.8703
LN-33435,2023-10,14,19:21:09,20262,25,N,1.4353,0.2638,7N,151E,158.82045
LN-33434,2022-11,13,13:35:34,20260,63,N,-1.5756,0.0182,15N,122W,43.56165
LN-33429,2023-04,10,22:24:03,20254,30,P,-0.6499,1.6582,6S,109E,315.4356
LN-33423,2022-10,4,01:39:46,20246,35,P,0.6791,1.6218,2N,57E,319.47795
LN-33417,2023-03,31,07:23:37,20238,40,T+,0.1079,2.6818,1S,25W,372.23580000000004
LN-33411,2024-09,23,14:49:03,20231,45,T-,-0.042,2.7666,3S,139W,334.09259999999995
LN-33405,2024-03,20,09:24:35,20223,50,P,0.8709,1.2998,4N,54W,324.86775
LN-33399,2021-09,13,06:58:30,20215,55,P,-0.7271,1.5053,8S,21W,292.73625000000004
LN-33394,2024-02,7,19:00:18,20208,22,N,-1.2921,0.5123,16N,164E,210.95639999999997
LN-33393,2025-03,8,09:55:49,20207,60,Nb,1.5726,0.0056,9N,61W,23.660849999999996
LN-33388,2020-08,3,10:10:45,20201,27,N,1.2339,0.603,19S,68W,220.90679999999998
LN-33387,2023-09,1,21:26:18,20199,65,N,-1.4664,0.1662,12S,123E,116.84219999999999
LN-33382,2023-01,27,04:19:35,20193,32,P,-0.5246,1.8938,20N,23E,325.07505
LN-33376,2022-07,23,15:26:44,20185,37,P,0.5202,1.9359,21S,147W,361.76715
LN-33370,2022-01,16,19:03:39,20177,42,T+,0.1768,2.5167,22N,162E,329.01374999999996
LN-33364,2022-07,12,15:55:53,20170,47,T-,-0.2291,2.4737,24S,155W,383.6373
LN-33358,2023-01,6,10:49:38,20162,52,P,0.8588,1.2725,24N,76W,280.40190000000007
LN-33352,2020-07,1,18:53:48,20154,57,P,-0.9722,1.0901,25S,159E,289.62675
LN-33347,2020-11,27,07:40:04,20147,24,N,-1.2783,0.5459,19N,33W,218.52285
LN-33341,2020-05,21,21:16:22,20140,29,P,0.8853,1.2099,18S,123E,274.07925
LN-33335,2025-11,15,09:03:27,20132,34,P,-0.6315,1.7521,17N,54W,359.7978
LN-33329,2022-05,11,14:21:08,20124,39,T+,0.1387,2.5736,16S,133W,327.459
LN-33323,2021-11,4,08:14:04,20116,44,T+,0.0491,2.8142,13N,43W,386.1249
LN-33317,2024-05,1,06:27:43,20109,49,P,-0.6205,1.705,13S,15W,313.3626
LN-33311,2024-10,24,12:38:06,20101,54,P,0.7340000000000001,1.5303,10N,109W,319.3743
LN-33306,2021-03,22,03:54:48,20094,21,N,1.3406,0.4279,4N,28E,198.933
LN-33305,2020-04,20,17:09:29,20093,59,N,-1.4388,0.2316,10S,175W,144.4131
LN-33300,2020-09,14,14:13:30,20087,26,N,-1.2769,0.4961,8S,129W,187.01324999999997
LN-33299,2022-10,14,00:18:26,20085,64,N,1.3701,0.3359,6N,76E,159.23505
LN-33294,2024-03,10,04:39:09,20079,31,P,0.6286,1.7462,7N,18E,357.82845000000003
LN-33288,2021-09,3,06:28:25,20071,36,P,-0.6016,1.7377,11S,13W,308.1801
LN-33282,2020-02,27,06:03:50,20063,41,T-,-0.1144,2.6762,11N,3W,374.82705
LN-33276,2024-08,23,19:45:24,20056,46,T+,0.11699999999999999,2.6488,14S,148E,353.7861
LN-33270,2024-02,16,14:00:54,20048,51,P,-0.8321,1.3328,14N,122W,296.05305
LN-33264,2021-08,13,02:21:49,20040,56,P,0.8915,1.2531,17S,48E,312.948
LN-33259,2020-01,7,18:24:31,20034,23,N,1.1489,0.7333,25N,170E,221.736
LN-33258,2025-02,6,04:07:44,20032,61,N,-1.4804,0.1242,17N,26E,97.14869999999999
LN-33253,2025-07,3,11:43:55,20026,28,N,-1.2332,0.6269,25S,93W,239.04555
LN-33247,2022-12,28,09:32:23,20018,33,P,0.5003,1.9371,24N,58W,323.72759999999994
LN-33241,2023-06,21,16:32:27,20010,38,T,-0.4305,2.0756,24S,166W,347.87805000000003
LN-33235,2025-12,16,19:49:12,20003,43,T-,-0.1962,2.5239,23N,146E,364.15109999999993
LN-33229,2020-06,11,04:36:57,19995,48,T,0.3493,2.1979,22S,12E,329.42835
LN-33223,2022-12,5,22:42:47,19987,53,P,-0.9118,1.2352,21N,101E,318.7524
LN-33218,2025-05,2,14:43:22,19981,20,N,-1.4155,0.2333,14S,139W,131.45685
LN-33217,2020-05,31,21:18:32,19979,58,N,1.072,0.8602,20S,122E,235.8324
LN-33212,2021-10,26,03:24:23,19973,25,N,1.4422,0.251,11N,29E,154.67445
LN-33211,2023-11,24,21:39:43,19972,63,N,-1.5704,0.0274,18N,116E,53.4084
LN-33206,2020-04,22,05:41:36,19965,30,P,-0.7199,1.5305,10S,3W,308.90565000000004
LN-33200,2023-10,15,10:01:00,19957,35,P,0.6898,1.6019,6N,70W,317.19765
LN-33194,2025-04,10,14:18:17,19950,40,T+,0.0384,2.8097,5S,131W,374.20515
LN-33188,2024-10,3,23:18:52,19942,45,T-,-0.0235,2.801,1N,92E,333.78165
LN-33182,2021-03,30,16:08:39,19934,50,P,0.8043,1.4207,0S,157W,334.92179999999996
LN-33176,2023-09,23,15:21:32,19926,55,P,-0.7035,1.5506,3S,148W,296.05305
LN-33171,2023-02,18,02:39:50,19920,22,N,-1.3229,0.4526,13N,47E,198.51839999999999
LN-33170,2023-03,19,16:58:18,19919,60,N,1.5137,0.1108,5N,168W,104.19689999999999
LN-33165,2020-08,14,17:35:11,19912,27,N,1.2896,0.5041,16S,180E,204.9447
LN-33164,2024-09,13,05:26:36,19911,65,N,-1.4399,0.2179,8S,1E,133.8408
LN-33159,2021-02,7,12:32:16,19904,32,P,-0.5479,1.8481,17N,101W,321.65459999999996
LN-33153,2024-08,3,22:16:33,19897,37,P,0.5874,1.8152,19S,109E,356.99925
LN-33147,2021-01,28,03:35:20,19889,42,T+,0.1582,2.5493,20N,33E,328.91009999999994
LN-33141,2023-07,22,22:34:06,19881,47,T-,-0.1552,2.6101,22S,105E,385.71029999999996
LN-33135,2023-01,16,19:23:58,19874,52,P,0.8476,1.2928,23N,155E,282.47490000000005
LN-33129,2021-07,12,01:48:08,19866,57,P,-0.8966,1.2283,24S,55E,301.75379999999996
LN-33124,2021-12,7,15:59:46,19859,24,N,-1.2834,0.5378,21N,158W,217.7973
LN-33118,2022-06,2,04:35:57,19852,29,P,0.9577,1.0759,20S,12E,261.64125
LN-33112,2024-11,26,17:05:54,19844,34,P,-0.6365,1.7435,19N,176W,359.69415000000004
LN-33106,2021-05,22,21:45:50,19836,39,T+,0.2139,2.4358,18S,114E,325.8006
LN-33100,2020-11,15,16:21:53,19829,44,T+,0.0445,2.8222,17N,166W,385.2957
LN-33094,2021-05,11,13:40:13,19821,49,P,-0.5465,1.8419,16S,125W,321.24
LN-33088,2024-11,3,21:05:09,19813,54,P,0.7268,1.5427,14N,123E,319.16700000000003
LN-33083,2020-04,1,10:48:10,19807,21,N,1.4091,0.302,0S,77W,169.4964
LN-33082,2025-04,30,23:59:18,19805,59,N,-1.3679,0.3625,14S,81E,179.13585
LN-33077,2023-09,24,22:38:53,19799,26,N,-1.2990000000000002,0.4566,3S,102E,180.06869999999998
LN-33076,2021-10,24,08:58:29,19798,64,N,1.3586,0.3569,11N,56W,163.4847
LN-33071,2025-03,21,11:30:25,19791,31,P,0.6905,1.6308,3N,87W,350.15835
LN-33065,2025-09,14,14:41:35,19784,36,P,-0.6335,1.6816,7S,138W,306.21075
LN-33059,2023-03,10,13:21:49,19776,41,T-,-0.064,2.7655,7N,115W,373.68690000000004
LN-33053,2021-09,4,03:30:04,19768,46,T+,0.0765,2.7265,10S,30E,356.17004999999995
LN-33047,2021-02,27,21:53:30,19760,51,P,-0.7917,1.4038,10N,118E,299.99175
LN-33041,2025-08,23,09:32:19,19753,56,P,0.8414,1.3481,14S,61W,322.4838
LN-33036,2020-01,18,03:02:42,19746,23,N,1.1628,0.7067,23N,41E,218.21189999999999
LN-33035,2022-02,16,12:23:12,19745,61,N,-1.449,0.1797,13N,100W,116.11664999999999
LN-33030,2025-07,13,18:20:30,19739,28,N,-1.3065,0.4925,24S,167E,214.2732
LN-33029,2024-08,12,09:59:52,19737,66,Nb,1.5751,0.0092,16S,68W,31.02
LN-33024,2025-01,7,18:08:41,19731,33,P,0.5103,1.919,24N,173E,323.83125
LN-33018,2022-07,2,23:30:55,19723,38,P,-0.5038,1.9401,24S,89E,341.1408
LN-33012,2025-12,28,04:08:55,19715,43,T-,-0.1908,2.5346,24N,21E,365.60220000000004
LN-33006,2024-06,22,11:56:15,19708,48,T,0.2749,2.3336,23S,98W,331.70865000000003
LN-33000,2020-12,17,06:45:36,19700,53,P,-0.9076,1.2429999999999999,22N,19W,319.89255
LN-32995,2021-05,12,22:07:14,19694,20,Ne,-1.4885,0.0998,18S,108E,87.09464999999999
LN-32994,2023-06,11,04:43:12,19692,58,P,0.9988,0.9948,21S,9E,250.03244999999998
LN-32989,2025-11,5,11:34:23,19686,25,N,1.4444,0.2464,15N,95W,153.01605
LN-32988,2022-12,5,05:44:41,19685,63,N,-1.5652,0.0361,20N,5W,61.0785
LN-32983,2021-05,2,12:51:31,19678,30,P,-0.7954,1.3929,14S,112W,300.7173
LN-32977,2022-10,25,18:29:57,19671,35,P,0.695,1.5918,11N,161E,315.53925000000004
LN-32971,2023-04,21,21:04:40,19663,40,T-,-0.0372,2.8122,9S,125E,375.44895
LN-32965,2025-10,15,07:57:00,19655,45,T-,-0.0115,2.8236,6N,40W,333.36705
LN-32959,2020-04,10,22:44:33,19648,50,P,0.731,1.5541,4S,101E,344.76855
LN-32953,2021-10,4,23:51:57,19640,55,P,-0.6863,1.584,1N,82E,298.6443
LN-32948,2022-02,29,10:12:40,19634,22,N,-1.3596,0.3819,9N,68W,182.65994999999998
LN-32947,2023-03,29,23:53:46,19632,60,N,1.4481,0.2283,1N,85E,147.5226
LN-32942,2020-08,25,01:05:56,19626,27,N,1.3389,0.41700000000000004,12S,65E,188.87895
LN-32941,2024-09,23,13:34:19,19625,65,N,-1.4202,0.257,4S,122W,145.4496
LN-32936,2023-02,17,20:37:27,19618,32,P,-0.578,1.7899,14N,137E,317.61225
LN-32930,2022-08,14,05:13:56,19610,37,P,0.6475,1.7075,17S,4E,352.02405
LN-32924,2020-02,7,12:00:48,19603,42,T+,0.1344,2.5913,18N,94W,329.01374999999996
LN-32918,2022-08,3,05:19:48,19595,47,T-,-0.0869,2.7361,20S,2E,386.7468
LN-32912,2020-01,28,03:52:26,19587,52,P,0.8323,1.3208,21N,28E,285.1698
LN-32906,2024-07,23,08:49:45,19580,57,P,-0.8258,1.3576,23S,51W,311.60055
LN-32901,2020-12,19,00:16:45,19573,24,N,-1.2902,0.5263,22N,78E,216.3462
LN-32895,2021-06,12,11:56:41,19566,29,N,1.0297,0.9432,22S,99W,247.8558
LN-32894,2022-07,11,19:40:20,19564,67,Nb,-1.5130000000000001,0.0681,25S,146E,74.24205
LN-32889,2022-12,7,01:07:43,19558,34,P,-0.6417,1.734,22N,64E,359.27955
LN-32883,2022-06,2,05:10:26,19550,39,T,0.289,2.2983,21S,2E,323.5203
LN-32877,2021-11,26,00:30:37,19543,44,T+,0.0401,2.8293,20N,72E,384.36285
LN-32871,2023-05,22,20:51:23,19535,49,T,-0.4721,1.9797,19S,126E,328.2882
LN-32865,2025-11,15,05:36:02,19527,54,P,0.7223,1.5499,18N,6W,318.44145000000003
LN-32860,2024-04,12,17:33:17,19521,21,N,1.4831,0.1662,5S,179E,127.51814999999999
LN-32859,2025-05,12,06:43:56,19520,59,N,-1.2934,0.5004,17S,22W,208.57245
LN-32854,2020-10,6,07:11:32,19513,26,N,-1.3157,0.4269,1N,28W,174.57524999999998
LN-32853,2022-11,4,17:43:30,19512,64,N,1.3509,0.3709,15N,172E,166.07595
LN-32848,2020-03,31,18:12:54,19506,31,P,0.7595,1.5023,1S,170E,340.7262
LN-32842,2023-09,24,23:02:50,19498,36,P,-0.6587,1.6378,3S,95E,304.7596500000001
LN-32836,2022-03,20,20:30:26,19490,41,T-,-0.0049,2.8709,3N,136E,372.13215
LN-32830,2023-09,14,11:23:51,19483,46,T+,0.0442,2.7889999999999997,6S,90W,358.34670000000006
LN-32824,2022-03,10,05:38:03,19475,51,P,-0.7435,1.489,6N,0W,304.55234999999993
LN-32818,2023-09,3,16:50:41,19468,56,P,0.7979,1.4308,10S,172W,330.3612
LN-32813,2023-01,29,11:34:26,19461,23,N,1.1823,0.6698,21N,88W,213.2367
LN-32812,2022-02,27,20:31:24,19460,61,N,-1.4115,0.2465,10N,137E,134.8773
LN-32807,2021-07,25,01:04:03,19453,28,N,-1.3747,0.3677,23S,66E,186.9096
LN-32806,2021-08,23,16:59:48,19452,66,N,1.5206,0.1107,13S,174W,106.68449999999999
LN-32801,2022-01,19,02:38:56,19446,33,P,0.5247,1.8926,22N,45E,323.5203
LN-32795,2023-07,13,06:34:33,19438,38,P,-0.5737,1.811,24S,18W,333.78165
LN-32789,2023-01,7,12:23:33,19431,43,T-,-0.182,2.5512,23N,102W,367.05330000000004
LN-32783,2022-07,2,19:19:41,19423,48,T+,0.2033,2.4646,24S,150E,333.15975000000003
LN-32777,2025-12,27,14:44:25,19415,53,P,-0.9005,1.256,23N,139W,321.4473
LN-32771,2022-06,22,12:11:03,19408,58,P,0.9282,1.1251,23S,103W,262.26315
LN-32766,2023-11,16,19:49:08,19401,25,N,1.4437,0.2468,19N,141E,152.60145
LN-32765,2025-12,16,13:49:32,19400,63,N,-1.5591,0.046,22N,127W,68.85225
LN-32760,2025-05,13,19:57:16,19394,30,P,-0.8732,1.2514,17S,139E,290.87055
LN-32754,2022-11,6,03:04:06,19386,35,P,0.6968,1.5878,15N,32E,314.29545
LN-32748,2022-05,2,03:45:08,19378,40,T-,-0.11699999999999999,2.6664,13S,23E,375.65625
LN-32742,2024-10,25,16:40:37,19371,45,T-,-0.0039,2.8378,10N,172W,333.05609999999996
LN-32736,2023-04,21,05:14:14,19363,50,P,0.6523,1.6973,9S,2E,353.99340000000007
LN-32730,2024-10,15,08:28:55,19356,55,P,-0.6749,1.6067,5N,49W,300.51
LN-32725,2023-03,11,17:38:09,19349,22,N,-1.4027,0.2994,5N,179E,162.2409
LN-32724,2025-04,10,06:44:20,19348,60,N,1.3774,0.3553,4S,19W,181.20884999999998
LN-32719,2025-09,5,08:43:37,19342,27,N,1.3815,0.3422,9S,51W,173.02049999999997
LN-32718,2020-10,4,21:47:51,19340,65,N,-1.4059,0.2862,0N,112E,153.7416
LN-32713,2022-03,1,04:35:19,19334,32,P,-0.6148,1.7195,10N,16E,312.84434999999996
LN-32707,2022-08,25,12:19:19,19326,37,P,0.7004,1.6131,13S,104W,347.04885
LN-32701,2020-02,18,20:16:34,19319,42,T+,0.1024,2.6484,14N,141E,329.1174
LN-32695,2020-08,13,12:15:01,19311,47,T-,-0.026000000000000002,2.8489,17S,103W,386.9541
LN-32689,2023-02,7,12:10:50,19303,52,P,0.8091,1.3628,18N,97W,288.9012
LN-32683,2020-08,2,16:01:09,19296,57,P,-0.7618,1.4748,21S,159W,319.27065000000005
LN-32678,2022-12,29,08:27:48,19289,24,N,-1.3009,0.5071,23N,45W,213.34035
LN-32672,2021-06,23,19:20:59,19282,29,N,1.0991,0.8155,23S,149E,233.1375
LN-32671,2020-07,23,03:09:50,19281,67,N,-1.4476,0.188,23S,33E,121.71374999999999
LN-32666,2020-12,18,09:08:12,19274,34,P,-0.6477,1.7226,23N,57W,358.65765
LN-32660,2020-06,13,12:33:47,19267,39,T,0.3649,2.1599,22S,110W,320.51445
LN-32654,2021-12,7,08:42:05,19259,44,T+,0.0374,2.8331,22N,52W,383.22270000000003
LN-32648,2022-06,2,03:58:32,19251,49,T,-0.3953,2.1222,22S,18E,334.71450000000004
LN-32642,2022-11,25,14:10:23,19244,54,P,0.7197,1.5532,21N,135W,317.5086
LN-32637,2021-04,23,00:10:14,19238,21,Ne,1.5626,0.0204,9S,78E,45.3237
LN-32636,2021-05,22,13:23:51,19236,59,N,-1.2155,0.6448,20S,123W,234.38129999999998
LN-32631,2025-10,16,15:51:37,19230,26,N,-1.3268,0.4073,5N,160W,170.74020000000002
LN-32630,2020-11,15,02:32:52,19229,64,N,1.3466,0.3784,18N,39E,167.31975
LN-32625,2020-04,12,00:50:03,19222,31,P,0.833,1.3656,5S,68E,329.42835
LN-32619,2021-10,6,07:29:39,19215,36,P,-0.6789,1.6031,2N,34W,303.72315000000003
LN-32613,2023-04,1,03:35:09,19207,41,T+,0.0585,2.7693,1S,28E,369.95550000000003
LN-32607,2022-09,25,19:23:25,19200,46,T+,0.0174,2.8414,2S,148E,360.31605
LN-32601,2022-03,20,13:15:57,19192,51,P,-0.6890000000000001,1.5859999999999999,2N,117W,309.21659999999997
LN-32595,2021-09,14,00:16:57,19184,56,P,0.7613,1.5009,6S,75E,336.7875
LN-32590,2021-02,8,19:58:04,19178,23,N,1.2085,0.6206,18N,146E,206.29215
LN-32589,2024-03,10,04:31:39,19177,61,N,-1.3676,0.3252,6N,15E,153.53429999999997
LN-32584,2025-08,4,07:57:27,19170,28,N,-1.4352,0.2571,21S,38W,157.57664999999997
LN-32583,2021-09,3,00:10:06,19169,66,N,1.4737,0.1981,9S,77E,141.61454999999998
LN-32578,2023-01,29,10:59:59,19163,33,P,0.5464,1.8529,20N,81W,322.58745
LN-32572,2025-07,24,13:47:57,19155,38,P,-0.6366,1.695,22S,127W,326.52615000000003
LN-32566,2023-01,18,20:29:55,19148,43,T-,-0.1669,2.5791,22N,136E,368.60805
LN-32560,2021-07,14,02:48:38,19140,48,T+,0.1356,2.5886,23S,37E,333.98895000000005
LN-32554,2023-01,7,22:37:18,19133,53,P,-0.8885,1.2773,23N,103E,323.62395000000004
LN-32548,2025-07,2,19:41:31,19125,58,P,0.8594,1.2522,23S,143E,273.04275
LN-32543,2022-11,27,04:06:01,19119,25,N,1.4419,0.2489,22N,16E,152.80874999999997
